,device_name,display_size (inches),display_prot,height (inches),width (inches),depth (inches),weight (grams),os,b_no_of_camera(s),backcam (megapixels),f_no_of_camera(s),frontcam (megapixels),internal (GB),ram (GB),expandable (GB),battery (mAh),chipset,architecture,cores,proc_make,frequency (MHz),gpu,price (INR)
1588,Samsung Galaxy J1 ,4.3,,5,2.6,0.3,122,"Android OS, v4.4.4 (KitKat)",1,5,1,2,4,0.5,128,1850,,Cortex-A7,2,Spreadtrum,1.2,Mali-400,5553
1589,Samsung Galaxy J1 4G ,4.3,,5,2.6,0.3,122,"Android OS, v4.4.4 (KitKat)",1,5,1,2,4,0.75,256,1850,,,4,,1.2,,5553
1590,Samsung Galaxy J1 4G (2017) ,4.5,,5,2.6,0.3,131,"Android OS, v6.0 (Marshmallow)",1,5,1,2,8,1,32,2050,SC7727S,Cortex-A7,4,Spreadtrum,1.3,Mali-400 MP,5896
1591,Samsung Galaxy J1 Ace ,4.3,,5.1,2.6,0.3,128,"Android OS, v4.4.4 (KitKat)",1,5,1,2,4,0.5,128,1800,PXA1908,Cortex-A53,2,Marvell,1.3,Vivante GC7000,5570
1592,Samsung Galaxy J2 ,4.7,,5.3,2.7,0.3,129,"Android OS, v5.1.1 (Lollipop)",1,5,1,2,8,1,128,2000,Exynos 3475,Cortex-A7,4,Samsung,1.3,Mali-T720,6449
1593,Samsung Galaxy J2 (2016) ,5,,5.6,2.8,0.3,138,"Android OS, v6.0 (Marshmallow)",1,8,1,5,8,1.5,128,2600,SC8830,Cortex-A7,4,Spreadtrum,1.5,Mali-400MP2,8000
1594,Samsung Galaxy J2 (2017) ,4.7,,,,,,"Android OS, v7.0 (Nougat)",1,5,1,2,8,1,64,2000,Exynos,Cortex A53,4,Samsung,1.3,,6185
1595,Samsung Galaxy J2 (2018) ,5,,,,,,"Android OS, v7.1 (Nougat)",1,8,1,5,16,2,128,2600,Snapdragon 425 ,Cortex-A53,4,Qualcomm,1.4,Adreno 308,7690
1596,Samsung Galaxy J2 Ace ,5,,5.8,2.8,0.3,160,"Android OS, v6.0 (Marshmallow)",1,8,1,5,8,1.5,256,2600,MT6737,Cortex-A7,4,MediaTek ,1.4,Mali-T720MP2,6468
1597,Samsung Galaxy J2 Pro ,5,,5.6,2.7,0.3,138,"Android OS, v6.0 (Marshmallow)",1,8,1,5,16,2,128,2600,SC8830,Cortex-A7,4,Spreadtrum,1.5,Mali-400 MP2,7580
1598,Samsung Galaxy J3 Pro ,5,,5.6,2.8,0.3,139,"Android OS, v5.1 (Lollipop)",1,8,1,5,16,2,128,2600,Snapdragon 410,Cortex-A53,4,Qualcomm MSM8916,1.5,Adreno 306,6490
1599,Samsung Galaxy J4 ,5.5,,5.9,3,0.3,175,"Android OS, v8.0 (Oreo)",1,13,1,5,16,2,256,3000,Exynos 7570,Cortex-A53,4,Samsung,1.4,Mali-T720 MP2,9490
1600,Samsung Galaxy J4 32GB ,5.5,,5.9,3,0.3,175,"Android OS, v8.0 (Oreo)",1,13,1,5,32,3,256,3000,Exynos 7570,Cortex-A53,4,Samsung,1.4,Mali-T720 MP2,11990
1601,Samsung Galaxy J5 ,5,,5.5,2.8,0.3,146,"Android OS, v5.1 (Lollipop)",1,13,1,5,8,1.5,128,2600,Snapdragon 410,Cortex-A53,4,Qualcomm MSM8916,1.2,Adreno 306,11151
1602,Samsung Galaxy J5 (2016) ,5.2,,5.74,2.8,0.3,159,"Android OS, v6.0 (Marshmallow)",1,13,1,5,16,2,128,3100,Snapdragon 410,Cortex-A53,4,Qualcomm,1.2,Adreno 306,10090
1603,Samsung Galaxy J5 Prime ,5,Corning Gorilla Glass,5.6,2.7,0.3,143,"Android OS, 6.0 (Marshmallow)",1,13,1,5,16,2,256,2400,Exynos 7570,Cortex-A53,4,Samsung,1.4,Mali-T720,11400
1604,Samsung Galaxy J5 Prime 32GB ,5,Corning Gorilla Glass,5.6,2.7,0.3,143,"Android OS, v6.0 (Marshmallow)",1,13,1,5,32,3,256,2400,Exynos 7570,Cortex-A53,4,Samsung,1.4,Mali-T720,11898
1605,Samsung Galaxy J6 ,5.6,,5.8,2.7,0.3,154,"Android OS, v8.0 (Oreo)",1,13,1,8,32,3,128,3000,Exynos 7870,Cortex-A53,8,Samsung,1.6,Mali-T830 MP1,13863
1606,Samsung Galaxy J6 64GB ,5.6,,5.8,2.7,0.3,154,"Android OS, v8.0 (Oreo)",1,13,1,8,64,4,256,3000,Exynos 7870,Cortex-A53,8,Samsung,1.6,Mali-T830 MP1,15890
1607,Samsung Galaxy J7 (2016) ,5.5,,5.9,2.9,0.3,170,"Android OS, v6.0 (Marshmallow)",1,13,1,5,16,2,128,3300,Exynos 7870,Cortex A53,8,Samsung,1.6,Adreno 510,12699
1608,Samsung Galaxy J7 Duo ,5.5,,6,3,0.3,174,"Android OS, v8.0 (Oreo)",2,13+5,1,8,32,4,256,3000,Exynos 7870,Cortex-A53,8,Samsung,1.6,Mali-T830 MP1,14650
1609,Samsung Galaxy J7 Max ,5.7,,6.1,3.1,0.3,179,"Android OS, v7.0 (Nougat)",1,13,1,13,32,4,128,3000,Helio P20,Cortex-A53,8,Mediatek MT6757,2.4,Mali-T880MP2,14900
1610,Samsung Galaxy J7 Nxt ,5.5,,6,3,0.3,170,"Android OS, v7.0 (Nougat)",1,13,1,5,16,2,256,3000,Exynos 7580 Octa,Cortex-A53,8,Samsung,1.6,Mali-T720MP2,9475
1611,Samsung Galaxy J7 Nxt 3GB RAM ,5.5,,6,3,0.3,170,"Android OS, v7.0 (Nougat)",1,13,1,5,32,3,256,3000,Exynos 7580 Octa,Cortex-A53,8,Samsung,1.6,Mali-T720MP2,10950
1612,Samsung Galaxy J7 Price ,5.5,,5.9,3.1,0.3,171,"Android OS, v5.1 (Lollipop)",1,13,1,5,16,1.5,128,3000,Exynos 7580,Cortex-A53,8,Samsung,1.4+1.0,Adreno 405 Mali-T720MP2,10990
1613,Samsung Galaxy J7 Prime ,5.5,Corning Gorilla Glass,5.9,2.9,0.3,169,"Android OS, v6.0 (Marshmallow)",1,13,1,8,16,3,256,3300,Exynos 7870,Cortex A53,8,Samsung,1.6,Mali-T830 MP2,13400
1614,Samsung Galaxy J7 Prime 2 ,5.5,,5.9,2.9,0.3,170,"Android OS, 7.0 (Nougat)",1,13,1,13,32,3,256,3300,Exynos 7870 Octa,Cortex-A53,8,Samsung,1.6,Mali-T830 MP1,12849
1615,Samsung Galaxy J7 Prime 32GB ,5.5,Corning Gorilla Glass,5.9,2.9,0.3,167,"Android OS, v6.0 (Marshmallow)",1,13,1,8,32,3,256,3300,Exynos 7870,Cortex-A53,8,Samsung,1.6,Mali-T830MP2,12117
1616,Samsung Galaxy J7 Pro ,5.5,,6,2.9,0.3,181,"Android OS, v7.0 (Nougat)",1,13,1,13,64,3,256,3600,Exynos 7,Cortex-A53,8,Samsung,1.6,Mali-T880MP2,16690
1617,Samsung Galaxy J8 ,6,,,,,,"Android OS, v8.0 (Oreo)",2,16+5,1,16,64,4,256,3500,Snapdragon 450,Cortex-A53,8,Qualcomm SDM450,1.8,Adreno 506,18990
1618,Samsung Galaxy J8 Plus ,5.5,,,,,,"Android OS, v8.0 (Oreo)",1,12,1,8,32,4,128,3600,Snapdragon 625,Cortex A53,8,Qualcomm,1.4,,15999
1619,Samsung Galaxy Mega 5.8 I9152 ,5.8,,6.4,3.2,0.3,182,"Android OS, v4.2 (Jelly Bean)",1,8,2,1+9,8,1.5,64,2600,,,2,,1.4,,7999
1620,Samsung Galaxy Mega 6.3 i9200 ,6.3,,6.6,3.4,0.3,199,"Android OS, v4.2 (Jelly Bean)",1,8,2,1+9,16,1.5,64,3200,Snapdragon 400,Krait 300,2,Qualcomm ,1.7,Adreno 305,21490
1621,Samsung Galaxy Note ,5.3,,5.7,3.2,0.3,178,"Android OS, v2.3 (Gingerbread)",1,8,1,2,16,1,64,2500,,Cortex-A9,2,Exynos,1.4,Mali-400,19990
1622,Samsung Galaxy Note 2 ,5.5,Gorilla Glass 2,5.9,3.1,0.3,183,"Android OS, v4.3 (Jelly Bean)",1,8,2,1+9,16,2,64,3100,Exynos 4412,Cortex-A9,4,Samsung,1.6,Mali-400MP4,24927
1623,Samsung Galaxy Note 3 ,5.7,Corning Gorilla Glass 3,5.9,3.1,0.3,168,"Android OS, v4.3 (Jelly Bean)",1,13,1,2,32,3,64,3200,Snapdragon 800,Krait 400,4,Qualcomm,2.3,Adreno 330,37127
1624,Samsung Galaxy Note 3 Neo ,5.5,,5.8,3,0.3,162.5,"Android OS, v4.3 (Jelly Bean)",1,8,1,2,16,2,64,3100,,Cortex A7,6,,1.3+1.7,Mali-T624 MP4,17999
1625,Samsung Galaxy Note 4 ,5.7,Corning Gorilla Glass 4,6,3,0.3,176,"Android OS, v4.4.4 (KitKat)",1,16,2,3+7,32,3,128,3220,Exynos 5433,Cortex-A53,8,Samsung,1.3+1.9,Adreno 420,24999
1626,Samsung Galaxy Note 5 ,5.7,Corning Gorilla Glass 4,6,3,0.3,171,"Android OS, v5.1 (Lollipop)",1,16,1,5,32,4,0,3000,Exynos 7420,Cortex-A53,8,Samsung,1.5+2.1,Mali-T760MP8,28999
1627,Samsung Galaxy Note 5 64GB ,5.7,,6,3,0.3,171,"Android OS, v5.1.1 (Lollipop)",1,16,1,5,64,4,0,3000,,Cortex-A53,8,,1.5+2.1,Mali-T760MP8,55490
1628,Samsung Galaxy Note 5 Dual SIM ,5.7,,6,3,0.3,171,"Android OS, v5.1.1 (Lollipop)",1,16,1,5,32,4,0,3000,,Cortex-A53,8,Exynos 7420 Octa,1.5+2.1,Mali-T760MP8,34499
1629,Samsung Galaxy Note 8 ,6.3,Corning Gorilla Glass 5,6.4,2.9,0.3,195,"Android OS, v7.1 (Nougat)",1,12,1,8,64,6,256,3300,Exynos 8895,,8,Samsung,2.3+1.7,Mali-G71 MP20,54900
1630,Samsung Galaxy Note 9 ,6.3,Corning Gorilla Glass 5,,,,,"Android OS, v8.0 (Oreo)",1,12,1,8,128,8,256,4000,Exynos 9810,Cortex A53,8,Samsung,2.3+1.6,Mali-G71 MP20,69999
1631,Samsung Galaxy Note Edge ,5.6,Corning Gorilla Glass 3,5.9,3.2,0.3,174,"Android OS, v4.4.4 (KitKat)",1,16,2,3+7,32,3,128,3000,Snapdragon 805,Krait 450,4,Qualcomm,2.7,Adreno 420,49990
1632,Samsung Galaxy On Max ,5.7,,6.1,3,0.3,178,"Android OS, v7.0 (Nougat)",1,13,1,13,32,4,256,3300,Helio P25,Cortex A52,8,Mediatek,2.4,Mali-T880 MP2,12900
1633,Samsung Galaxy On Nxt ,5.5,,5.9,2.9,0.3,167,"Android OS, v6.0 (Marshmallow)",1,13,1,8,32,3,256,3300,Exynos 7870,Cortex-A53,8,Samsung,1.6,Mali-T830MP2,15900
1634,Samsung Galaxy On Nxt 16GB ,5.5,,5.9,2.9,0.3,167,"Android OS, v6.0 (Marshmallow)",1,13,1,8,16,3,256,3300,Exynos 7870,Cortex-A53,8,Samsung,1.6,Mali-T830MP2,8490
1635,Samsung Galaxy On Nxt 64GB ,5.5,Corning Gorilla Glass 4,5.9,2.9,0.3,167,"Android OS, v6.0 (Marshmallow)",1,13,1,8,64,3,256,3300,Exynos 7870,Cortex A53,8,Samsung,1.6,Mali-T830 MP2,10900
1636,Samsung Galaxy On5 ,5,,5.6,2.8,0.3,149,"Android OS, v5.1 (Lollipop)",1,8,1,5,8,1.5,128,2600,Exynos 3475,Cortex-A7,4,Samsung,1.3,Mali-T720,5790
1637,Samsung Galaxy On5 Pro ,5,,5.6,2.8,0.3,149,"Android OS, 6.0 (Marshmallow)",1,8,1,5,16,2,128,2600,3475,Cortex-A7,4,Exynos,1.3,Mali-T720,6290
1638,Samsung Galaxy On6 ,5.6,,5.8,2.7,0.3,153,"Android OS, v8.0 (Oreo)",1,13,1,8,64,4,256,3000,Exynos 7870,,8,Samsung,1.6,ARM Mali T830 MP1,14490
1639,Samsung Galaxy On7 ,5.5,,5.9,3,0.3,172,"Android OS, v5.1 (Lollipop)",1,13,1,5,8,1.5,128,3000,Snapdragon 410,Cortex-A53,4,Qualcomm MSM8916,1.2,Adreno 306,10990
1640,Samsung Galaxy On7 Prime ,5.5,,5.9,2.9,0.3,167,"Android OS, v7.1.1 (Nougat)",1,13,1,13,32,3,256,3300,Exynos 7870,,8,Samsung,1.6,,12990
1641,Samsung Galaxy On7 Prime 4GB RAM ,5.5,,5.9,2.9,0.3,167,"Android OS, v7.1.1 (Nougat)",1,13,1,13,64,4,256,3300,Exynos 7870,,8,Samsung,1.6,,11990
1642,Samsung Galaxy On7 Pro ,5.5,,5.9,3,0.3,172,"Android OS, v6.0 (Marshmallow)",1,13,1,5,16,2,128,3000,Snapdragon 410,Cortex-A53,4,Qualcomm,1.2,Adreno 306,6990
1643,Samsung Galaxy On8 ,5.5,,5.9,2.9,0.3,145,"Android OS, v6.0 (Marshmallow)",1,13,1,5,16,3,128,3300,Exynos 7580,Cortex-A53,8,Samsung,1.6,Mali-T720MP2,9990
1644,Samsung Galaxy S Duos ,4,,4.7,2.4,0.4,120,"Android OS, v4.0 (Ice Cream Sandwich)",1,5,0,,4,0.75,Yes,1500,Snapdragon S1,,1,Qualcomm,1,Adreno 200,5999
1645,Samsung Galaxy S Duos 2 ,4,,4.7,2.4,0.4,118,"Android OS, v4.2 (Jelly Bean)",1,5,2,0+3,4,0.75,64,1500,,Cortex-A9,2,,1.2,Broadcom VideoCore IV,5999
1646,Samsung Galaxy S Duos 3 ,4,,4.7,2.4,0.4,124,"Android OS, v4.4.2 (KitKat)",1,5,0,,4,0.5,32,1500,,Cortex-A7,2,,1.2,,5999
1647,Samsung Galaxy S Duos 3-VE ,4,,4.7,2.4,0.4,124,"Android OS, v4.4.2 (KitKat)",1,5,2,0+3,4,0.5,32,1500,,Cortex-A7,2,,1.2,,4449
1648,Samsung Galaxy S2 I9100 ,4.3,,4.9,2.6,0.3,116,"Android OS, v2.3.4 (Gingerbread)",1,8,1,2,16,1,32,1650,,Cortex-A9,2,,1.2,Mali-400MP4,7999
1649,Samsung Galaxy S3 ,4.8,Corning Gorilla Glass 2,5.3,2.7,0.3,133,"Android OS, v4.0.4 (Ice Cream Sandwich)",1,8,2,1+9,16,1,64,2100,Exynos 4412,Cortex-A9,4,Samsung,1.4,Mali-400MP4,7999
1650,Samsung Galaxy S3 Mini VE ,4,,4.7,2.4,0.3,112,"Android OS, v4.2 (Jelly Bean)",1,2,2,0+3,8,1,32,1500,,Cortex-A9,2,,1.2,,11490
1651,Samsung Galaxy S3 Neo ,4.8,,5.3,2.7,0.3,132,"Android OS, v4.3 (Jelly Bean)",1,8,2,1+9,16,1.5,64,2100,Snapdragon 400,Cortex-A7,4,Qualcomm MSM8226,,Adreno 305,9599
1652,Samsung Galaxy S4 ,5,Corning Gorilla Glass 3,5.3,2.7,0.3,130,"Android OS, v4.2.2 (Jelly Bean)",1,13,1,2,16,2,64,2600,Exynos 5410,Cortex-A15,8,Samsung,1.6+1.2,PowerVR SGX544MP3,15999
1653,Samsung Galaxy S4 Mini ,4.3,,4.9,2.4,0.3,107,"Android OS, v4.2.2 (Jelly Bean)",1,8,2,1+9,8,1.5,64,1900,Snapdragon 400,Krait 300,2,Qualcomm MSM8930AB,1.7,Adreno 305,13608
1654,Samsung Galaxy S4 Zoom ,4.3,,4.9,2.5,0.6,208,"Android OS, v4.2.2 (Jelly Bean)",1,16,2,1+9,8,1.5,64,2330,,Cortex-A9,2,,1.5,Mali-400,22500
1655,Samsung Galaxy S5 ,5.1,Corning Gorilla Glass 3,5.5,2.8,0.3,145,"Android OS, v4.4.2 (KitKat)",1,16,1,2,16,2,128,2800,Exynos 5 ,Krait 400,4,Samsung ,2.5,Adreno 330,21999
1656,Samsung Galaxy S5 Mini Duos ,4.5,,5.1,2.5,0.3,118,"Android OS, v4.4.4 (KitKat)",1,8,2,2+1,16,1.5,64,2100,,,4,,1.4,,15999
1657,Samsung Galaxy S6 ,5.1,Corning Gorilla Glass 4,5.6,2.7,0.2,138,"Android OS, v5.0.2 (Lollipop)",1,16,1,5,32,3,0,2550,Exynos 7420,Cortex-A53,8,Samsung,1.5+2.1,Mali-T760MP8,23499
1658,Samsung Galaxy S6 64GB ,5.1,,5.6,2.7,0.2,138,"Android OS, v5.0.2 (Lollipop)",1,16,1,5,64,3,0,2550,,Cortex-A53,8,,1.5+2.1,Mali-T760MP8,35900
1659,Samsung Galaxy S6 Edge ,5.1,Corning Gorilla Glass 4,5.5,2.7,0.2,132,"Android OS, v5.0.2 (Lollipop)",1,16,1,5,32,3,0,2600,Exynos 7420,Cortex-A53,8,Samsung,1.5+2.1,Mali-T760MP8,37299
1660,Samsung Galaxy S6 Edge 64GB ,5.1,Corning Gorilla Glass 4,5.5,2.7,0.2,132,"Android OS, v5.0.2 (Lollipop)",1,16,1,5,64,3,0,2600,Exynos 7420,Cortex-A53,8,Samsung,1.5+2.1,Mali-T760MP8,37190
1661,Samsung Galaxy S6 edge Plus ,5.7,Corning Gorilla Glass 4,6,2.9,0.2,153,Android v5.1 (Lollipop),1,16,1,5,32,4,0,3000,Exynos 7420 ,Cortex-A53,8,Samsung,1.5+2.1,Mali-T760MP8,54900
1662,Samsung Galaxy S7 ,5.1,Corning Gorilla Glass 4,5.6,2.7,0.3,152,"Android OS, v6.0 (Marshmallow)",1,12,1,5,32,4,200,3000,Exynos 8890,Cortex-A53,8,Samsung,2.3+1.6,Mali-T880 MP12,28500
1663,Samsung Galaxy S7 Edge ,5.5,Corning Gorilla Glass 4,5.9,2.8,0.3,157,"Android OS, v6.0 (Marshmallow)",1,12,1,5,32,4,256,3600,Exynos 8890,Cortex-A53,8,Samsung,2.3+1.6,Mali-T880 MP12,29990
1664,Samsung Galaxy S7 Edge 128GB ,5.5,Corning Gorilla Glass 4,5.9,2.8,0.3,157,"Android OS, v6.0 (Marshmallow)",1,12,1,5,128,4,200,3600,Exynos 8890,Mongoose,8,Samsung,2.3+1.6,Mali-T880 MP12,42900
1665,Samsung Galaxy S8 ,5.8,Corning Gorilla Glass 5,5.8,2.6,0.3,155,"Android OS, v7.0 (Nougat)",1,12,1,8,64,4,256,3000,Exynos 8895,Kryo,8,Samsung,2.3+1.7,Mali-G71 MP20,45990
1666,Samsung Galaxy S8 Plus ,6.2,Corning Gorilla Glass 5,6.2,2.8,0.3,173,"Android OS, 7.0 (Nougat)",1,12,1,8,64,4,256,3500,Exynos 8895,Cortex-A53,8,Samsung,2.3+1.7,Mali-G71 MP20,47999
1667,Samsung Galaxy S8 Plus 128GB ,6.2,Corning Gorilla Glass 5,6.2,2.8,0.3,173,"Android OS, 7.0 (Nougat)",1,12,1,8,128,6,256,3500,Exynos 8895,Cortex-A53,8,Samsung,2.3+1.7,Mali-G71 MP20,64900
1668,Samsung Galaxy S9 ,5.8,Corning Gorilla Glass 5,5.8,2.7,0.3,163,"Android OS, v8.0 (Oreo)",1,12,1,8,64,4,256,3000,Exynos 9810,Cortex-A55,8,Samsung,2.8+1.7,Mali-G72 MP18,52950
1669,Samsung Galaxy S9 128GB ,5.8,Corning Gorilla Glass 5,5.8,2.7,0.3,163,"Android OS, v8.0 (Oreo)",1,12,1,8,128,4,256,3000,Exynos 9810,Cortex-A55,8,Samsung,2.8+1.7,Mali-G72 MP18,61900
1670,Samsung Galaxy S9 256GB ,5.8,Corning Gorilla Glass 5,5.8,2.7,0.3,163,"Android OS, v8.0 (Oreo)",1,12,1,8,256,4,256,3000,Exynos 9810,Cortex-A55,8,Samsung,2.8+1.7,Mali-G72 MP18,65900
1671,Samsung Galaxy S9 Plus ,6.2,Corning Gorilla Glass 5,6.2,2.9,0.3,189,"Android OS, v8.0 (Oreo)",1,12,1,8,64,6,256,3500,Exynos 9810,Cortex A53,8,Samsung,2.8+1.7,Mali-G71 MP20,58990
1672,Samsung Galaxy S9 Plus 128GB ,6.2,Corning Gorilla Glass 5,6.2,2.9,0.3,189,"Android OS, v8.0 (Oreo)",1,12,1,8,128,6,256,3500,Exynos 9810,Cortex A53,8,Samsung,2.8+1.7,Mali-G71 MP20,66300
1673,Samsung Galaxy S9 Plus 256GB ,6.2,Corning Gorilla Glass 5,6.2,2.9,0.3,189,"Android OS, v8.0 (Oreo)",1,12,1,8,256,6,256,3500,Exynos 9810,Cortex A53,8,Samsung,2.8+1.7,Mali-G71 MP20,71000
1674,Samsung Galaxy Star ,3,,4.1,2.2,0.4,100,"Android OS, v4.1 (Jelly Bean)",1,2,0,,4,0.5,32,1200,,Cortex-A5,,,1,Mali-300,3458
1675,Samsung Galaxy Star 2 ,3.5,,4.3,2.3,0.4,107.6,"Android OS, v4.4.2 (KitKat)",1,2,0,,4,0.5,32,1300,,,,SC6815A,1,,4490
1676,Samsung Galaxy Star Advance G350E ,4.3,,,,,129,"Android OS, v4.4 (KitKat)",1,3.1,0,,4,0.5,32,1800,,,2,,1.2,,4199
1677,Samsung Galaxy Star Pro Duos ,4,,4.7,2.4,0.4,121,"Android OS, v4.1.2 (Jelly Bean)",1,2,0,,4,0.5,32,1500mAh,,Cortex-A5,,,1,,4199
1678,Samsung Galaxy Trend Duos S7392 ,4,,4.7,2.4,0.4,126,"Android OS, v4.1 (Jelly Bean)",1,3.1,0,,4,0.5,32,1500,,,,,1,,4998
1679,Samsung Galaxy Y Duos S6102 ,3.1,,4.3,2.3,0.4,109,"Android OS, v2.3 (Gingerbread)",1,3.15,0,,0.5,0.283203125,32,1300,,,,,832,,7500
1680,Samsung Galaxy Y S5360 ,3,,4,2.2,0.4,97,"Android OS, v2.3 (Gingerbread)",1,2,0,,0.17578125,0.283203125,32,1200,,,,,830,,5740
1681,Samsung Guru 1200 ,1.5,,,,,,,0,,0,,,,,800,,,,,,,1100
1682,Samsung Guru B110 ,1.5,,4,1.7,0.5,69,,0,,0,,600KB,,0,800,,,,,,,1450
1683,Samsung Guru E1081 ,1.4,,4.2,1.7,0.5,64.5,,0,,0,,,,0,800,,,,,,,991
1684,Samsung Guru E1207 ,1.5,,4.2,1.7,0.5,,,0,,0,,,,0,800,,,,,,,1450
1685,Samsung Guru FM Plus ,1.5,,4.2,1.7,0.5,66,,0,,0,,,0.00390625,,800,,,,,,,1375
1686,Samsung Guru Music 2 ,2,,4.4,1.8,0.5,75,,0,,0,,0.00390625,,16,800,,,,,,,1625
1687,Samsung Guru Music E1282 ,1.7,,4.3,1.7,0.5,74.5,,0,,0,,,,4,1000,,,,,,,1743
1688,Samsung Metro 313 ,2,,,,,75.2,,1,0.3,0,,,0.015625,16,1000,,,,,,,2025
1689,Samsung Metro B312E ,2,,4.4,1.8,0.5,74,,1,0.3,0,,,,16,1000,,,,,,,2115
1690,Samsung Metro B350E ,2.4,,4.6,2,0.4,91,,1,2,0,,,0.03125,16,1200,,,1,,312,,2780
1691,Samsung Metro DUOS C3322 ,2.2,,4.4,1.8,0.5,89,,1,2,0,,0.0439453125,,16,1000,,,,,,No,7000
1692,Samsung Metro XL ,2.8,No,,,,,,1,3.1,1,2,,,16,1200,,,,,,,3225
1693,Samsung Z1 Tizen ,4,,4.7,2.4,0.3,112,"Tizen OS, v2.3",1,3.15,2,0+3,4,0.75,64,1500,,Cortex-A7,2,,1.2,Mali-400,4999
1694,Samsung Z2 ,4,,4.7,2.4,0.4,127,"Tizen OS, v2.4",1,5,2,0+3,8,1,128,1500,SC9830,Cortex-A7,4,Spreadtrum,1.5,Mali-400MP2,3499
1695,Samsung Z3 ,5,,5.5,2.7,0.3,137,"Tizen OS, v2.4",1,8,1,5,8,1,128,2600,SC7730,Cortex-A7,4,Spreadtrum,1.3,Mali-400,6350
1696,Samsung Z4 ,5,,5.2,2.7,0.4,143,Tizen 3.0,1,8,1,5,8,1,128,2050,SC9830A,Cortex A7,8,Spreadtrum,2,Mali-400 MP2,4234
1697,Sony Xperia C ,5,,5.5,2.9,0.3,153,"Android OS, v4.2.2 (Jelly Bean)",1,8,2,0+3,4,1,32,2390,,Cortex-A7,4,,1.2,PowerVR SGX544,11990
1698,Sony Xperia C3 ,5.5,,6.1,3.1,0.3,149.7,"Android OS, v4.4.2 (KitKat)",1,8,1,5,8,1,32,2500,Snapdragon 400,Cortex-A7,4,Qualcomm MSM8926,1.2,Adreno 305,15976
1699,Sony Xperia C3 Dual ,5.5,,6.1,3.1,0.3,149.7,"Android OS, v4.4.2 (KitKat)",1,8,1,5,8,1,32,2500,Snapdragon 400,Cortex-A7,4,Qualcomm MSM8926,1.2,Adreno 305,14378
1700,Sony Xperia C4 Dual ,5.5,Scratch Resistant Glass,5.9,3,0.3,147,"Android OS, v5.0 (Lollipop)",1,13,1,5,16,2,128,2600,,Cortex-A53,8,Mediatek MT6752,1.7,Mali-T760MP2,21868
1701,Sony Xperia C5 Ultra Dual ,6,,6.4,3.1,0.3,187,"Android OS, v5.0 (Lollipop)",1,13,1,13,16,2,200,2930,,Cortex-A53,8,,1.7,Mali-T760MP2,23661
1702,Sony Xperia E ,3.5,,4.4,2.4,0.4,115.7,"Android OS, v4.1 (Jelly Bean)",1,3.15,0,,4,0.5,32,1530,Snapdragon S1,Cortex-A5,,Qualcomm MSM7227A,1,Adreno 200,8400
1703,Sony Xperia E Dual ,3.5,,4.4,2.4,0.4,115,"Android OS, v4.0 (Ice Cream Sandwich)",1,3.1,0,,4,0.5,32,1530,Snapdragon S1,Cortex-A5,,Qualcomm MSM7227A ,1,Adreno 200,8850
1704,Sony Xperia E1 ,4,,4.6,2.4,0.4,120,"Android OS, v4.3 (Jelly Bean)",1,3.1,0,,4,0.5,32,1750,Snapdragon 200,Cortex-A7,2,Qualcomm MSM8210 ,1.2,Adreno 302,5500
1705,Sony Xperia E1 Dual ,4,Scratch Resistant Glass,4.6,2.4,0.4,122,"Android OS, v4.3 (Jelly Bean)",1,3.15,0,,4,0.5,32,1750,Snapdragon 200,Cortex-A7,2,Qualcomm MSM8210,1.2,Adreno 302,4790
1706,Sony Xperia E1 Dual 2GB ,4,,4.6,2.4,0.4,122,"Android OS, v4.3 (Jelly Bean)",1,3,0,,2,0.5,32,1750,Snapdragon 200,Cortex-A7,2,Qualcomm MSM8210,1.2,Adreno 302,7990
1707,Sony Xperia E3 ,4.5,,5.4,2.7,0.3,143.8,"Android OS, v4.4.2 (KitKat)",1,5,0,,4,1,32,2330,Snapdragon 400,Cortex-A7,4,Qualcomm MSM8926-2,1.2,Adreno 305,5499
1708,Sony Xperia E3 Dual ,4.5,,5.4,2.7,0.3,143.8,"Android OS, v4.4.2 (KitKat)",1,5,0,,4,1,32,2330,Snapdragon 400,Cortex-A7,4,Qualcomm MSM8226-2,1.2,Adreno 305,5000
1709,Sony Xperia E4 ,5,,5.3,2.9,0.4,144,"Android OS, v4.4 (KitKat)",1,5,1,2,8,1,32,2300,,Cortex-A7,4,Mediatek MT6582,1.3,Mali-400MP2,7628
1710,Sony Xperia E4 Dual ,5,,5.3,2.9,0.4,144,"Android OS, v4.4.4 (KitKat)",1,5,1,2,8,1,32,2300,,Cortex-A7,4,Mediatek MT6582,1.3,Mali-400MP2,7659
1711,Sony Xperia E4g Dual SIM ,4.7,,5.2,2.8,0.4,135,"Android OS, v4.4.4 (KitKat)",1,5,1,2,8,1,32,2300,MediaTek MT6732,Cortex-A53,4,,1.5,Mali-T760MP2,10259
1712,Sony Xperia L ,4.3,,5,2.5,0.3,137,"Android OS, v4.1 (Jelly Bean)",1,8,2,0+3,8,1,32,1750,Snapdragon 400,,2,Qualcomm MSM8230,1,Adreno 305,9000
1713,Sony Xperia L2 ,5.5,,5.9,3,0.3,178,"Android OS, v7.1.1 (Nougat)",1,13,1,8,32,3,256,3300,MT6737T,Cortex-A53,4,Mediatek,1.5,Mali-T720MP2,14500
