,device_name,display_size (inches),display_prot,height (inches),width (inches),depth (inches),weight (grams),os,b_no_of_camera(s),backcam (megapixels),f_no_of_camera(s),frontcam (megapixels),internal (GB),ram (GB),expandable (GB),battery (mAh),chipset,architecture,cores,proc_make,frequency (MHz),gpu,price (INR)
127,Gionee GPad G3 ,5.5,,6.2,3.1,0.3,,"Android OS, v4.2 (Jelly Bean)",1,2,2,0+3,4,0.5,32,2250,,Cortex-A7,4,,1.2,PowerVR SGX544,9090
128,Gionee GPad G4 ,5.7,,6.4,3.2,0.3,,"Android OS, v4.2 (Jelly Bean)",1,13,1,5,16,1,0,3200,,Cortex-A7,4,,1.5,PowerVR Series 5XT,12999
129,Gionee GPad G5 ,5.5,,6.1,3,0.3,104,"Android OS, v4.4 (KitKat)",1,8,1,2,8,1,32,2400,,Cortex-A7,6,Mediatek MT6591,1.5,Mali-450MP4,9500
130,Gionee Long L700 ,2.6,,4.7,2,0.5,102,,1,1.3,0,,0.015625,0.0078125,32,1700,,,,,,,2092
131,Gionee Long L800 ,2.6,,4.7,2,0.6,123.4,,1,1.3,0,,0.015625,0.0078125,Yes,3000,,,,,260,,2499
132,Gionee M2 ,5,,5.6,2.8,0.4,,"Android OS, v4.2 (Jelly Bean)",1,8,1,2,4,1,32,4200,,Cortex-A7,4,,1.3,Mali-400,13999
133,Gionee M2 8GB ,5,,5.6,2.8,0.4,,"Android OS, v4.2 (Jelly Bean)",1,8,1,2,8,1,32,4200,,Cortex-A7,4,,1.3,Mali-400,10999
134,Gionee M5 Lite ,5,,5.6,2.7,0.3,183,"Android OS, v5.1 (Lollipop)",1,8,1,5,32,3,128,4000,,Cortex-A53,4,,1.3,Mali-T720MP2,7990
135,Gionee M5 Plus ,6,,6.3,3.2,0.3,208,"Android OS, v5.1 (Lollipop)",1,13,1,5,64,3,256,5020,,Cortex-A53,8,,,Mali-T720MP3,15999
136,Gionee M7 Power ,6,Corning Gorilla Glass 3,6.1,3,0.3,199,"Android OS, v7.1.1 (Nougat)",1,13,1,8,64,4,256,5000,Snapdragon 435,Cortex A53,8,Qualcomm MSM8940,1.4,Adreno 505,10800
137,Gionee Marathon M3 ,5,,5.6,2.8,0.4,180.3,"Android OS, v4.4.2 (KitKat)",1,8,1,2,8,1,256,5000,,,4,,1.3,Mali-450,12999
138,Gionee Marathon M4 ,5,,5.7,2.8,0.4,176,"Android OS, v5.0 (Lollipop)",1,8,1,5,16,2,32,5000,,Cortex-A7,2,,1.3,Mali-400,11515
139,Gionee P2S ,4,,4.9,2.5,0.3,124,Android v4.2 (Jelly Bean),1,5,2,0+3,4,0.5,32,1600,,Cortex-A7,2,,1.3,Mali-400,6499
140,Gionee P5 Mini ,4.5, Asahi Glass,5.2,2.6,0.3,153,"Android OS, v5.0 (Lollipop)",1,5,1,2,8,1,32,1850,MediaTek MT6580M,Cortex-A7,4,MediaTek ,1.3,Mali-400MP2,3670
141,Gionee P5W ,5,,5.6,2.8,0.3,153,"Android OS, v5.1 (Lollipop)",1,5,1,2,16,1,32,2000,MT6735,Cortex-A53,4,Mediatek,1.3,Mali-T720MP2,4049
142,Gionee P7 ,5,Yes,,,,167,"Android OS, v6.0 (Marshmallow)",1,8,1,5,16,2,256,2300,MT6737,Cortex A53,4,MediaTek,1.3,Mali-T720 MP2,6499
143,Gionee P7 Max ,5.5,,6,3,0.3,183,"Android OS, v6.0 (Marshmallow)",1,13,1,5,32,3,MicroSD,3100,MT6595,,8,Mediatek ,2.2,PowerVR G6200,6890
144,Gionee Pioneer P2 ,4,,4.9,2.5,0.4,,"Android OS, v4.2 (Jelly Bean)",1,5,2,0+3,4,0.5,32,1700,,Cortex-A7,2,,1.3,Mali-400,3599
145,Gionee Pioneer P2M ,4,,4.8,2.4,0.4,140,"Android OS, v5.1 (Lollipop)",1,5,2,0+3,16,1,32,3000,,Cortex-A7,4,Mediatek MT6580,1.3,Mali-400MP2,4777
146,Gionee Pioneer P3 ,4.3,,5,2.6,0.4,,"Android OS, v4.2 (Jelly Bean)",1,5,2,0+3,4,0.5,32,1700,,Cortex-A7,4,,1.3,Mali-400,4990
147,Gionee Pioneer P3S ,4.5,,5.2,2.6,0.4,161,"Android OS, v5.1 (Lollipop)",1,5,2,0+3,16,1,32,2000,,Cortex-A7,4,,1.3,Mali-400MP2,4490
148,Gionee Pioneer P4 ,4.5,,5.3,2.6,0.3,88.2,"Android OS, v4.2 (Jelly Bean)",1,5,1,2,8,1,32,1800,,Cortex-A7,4,,1.3, Mali-400MP2,7494
149,Gionee Pioneer P4S ,4.5,,5.3,2.6,0.3,,"Android OS, v4.4 (KitKat)",1,5,1,2,8,1,32,1800,,Cortex-A7,4,,1.3,Mali-400MP2,5790
150,Gionee Pioneer P5 Mini ,4.5,,5.2,2.6,0.3,132,"Android OS, v5.1 (Lollipop)",1,5,1,2,8,1,128,1850,,Cortex-A7,4,,1.3,Mali-400MP2,3999
151,Gionee Pioneer P5L 16GB ,5,,5.6,2.8,0.3,146.9,"Android OS, v5.1 (Lollipop)",1,8,1,5,16,1,128,2300,MT6582,Cortex-A7,4,Mediatek,1.3,Mali-400MP2,4990
152,Gionee Pioneer P6 ,5,,5.6,2.9,0.3,150,"Android OS, v4.4.2 (KitKat)",1,5,1,2,8,1,32,1950,,Cortex-A7,4,,1.3,ARM Mali-400 MP,7199
153,Gionee Pioneer P7 ,5,,,,,,"Android OS, v6.0 (Marshmallow)",1,8,1,5,16,2,32,2300,,,4,,1.3,,8410
154,Gionee S Plus ,5.5,Corning Gorilla Glass 3,6.1,3,0.3,158,"Android OS, v5.1.1 (Lollipop)",1,13,1,5,16,3,128,3150,MT6753,Cortex-A53,8,Mediatek,1.3,Mali-T720MP3,9490
155,Gionee S10 Lite ,5.2,,5.8,2.9,0.3,155,"Android OS, v7.1 (Nougat)",1,13,1,16,32,4,128,3100,Snapdragon 427,Cortex A53,4,Qualcomm,1.4,,8823
156,Gionee S6 Pro ,5.5,,6,2.9,0.3,170,"Android OS, v6.0.1 (Marshmallow)",1,13,1,8,32,4,256,3130,Helio P10,Cortex-A53,8,Mediatek MT6755,1.8+1.0,Mali-T860MP2,11499
157,Gionee S6 Pro 64GB ,5.5,Gorilla Glass,6,2.9,0.3,170,"Android OS, v6.0 (Marshmallow)",1,13,1,8,64,4,256,3130,Helio P10,Cortex-A53,8,Mediatek MT6755,1.8+1.0,Mali-T860MP2,10489
158,Gionee S6s ,5.5,Corning Gorilla Glass 3,5.9,2.9,0.2,147,"Android OS, v6.0 (Marshmallow)",1,13,1,8,32,3,128,3150,MT6753,Cortex-A53,8,Mediatek,1.3,Mali-T720MP3,9448
159,Gionee S9 ,5.5,,6,3,0.2,168,"Android OS, v6.0.1 (Marshmallow)",2,13+5,1,13,64,4,256,3000,Helio P10,Cortex-A53,8,Mediatek MT6755,2.0+1.0,Mali-T860MP2,13999
160,Gionee S96 ,2.6,,5,2,0.2,81,,1,2,0,,0.125,0.0625,32,700,,,,,,,2628
161,Gionee Steel 3 ,5.5,,,,,,"Android OS, v7.1.1 (Nougat)",1,8,1,8,32,3,256,4000,MT6737,Cortex-A53,8,MediaTek,1.4,,14999
162,Gionee X1 ,5,,5.6,2.8,0.3,156,"Android OS, v7.0 (Nougat)",1,8,1,8,16,2,128,3000,MT6737,,4,Mediatek,1.3,,6020
163,Gionee X1s ,5.2,Corning Gorilla Glass 3,5.9,2.8,0.3,166,"Android OS, v7.0 (Nougat)",1,13,1,16,16,3,256,4000mAh,MT6737T,Cortex-A53,4,Mediatek,1.5,,7493
164,Google Pixel ,5,Corning Gorilla Glass 4,5.6,2.7,0.3,143,"Android OS, v7.1 (Nougat)",1,12.3,1,8,32,4,0,2770,Snapdragon 821,Kryo,4,Qualcomm MSM8996,2.1+1.6,Adreno 530,57000
165,Google Pixel 128GB ,5,,5.6,2.7,0.3,143,"Android OS, v7.1 (Nougat)",1,12.3,1,8,128,4,0,2770,Snapdragon 821,Kryo,4,Qualcomm MSM8996,2.1+1.6,Adreno 530,59990
166,Google Pixel 2 ,5,Corning Gorilla Glass 5,5.7,2.7,0.3,143,"Android OS, v8.0 (Oreo)",1,12.2,1,8,64,4,0,2700,Snapdragon 835,Kryo,8,Qualcomm MSM8998,2.3+1.9,Adreno 540,52500
167,Google Pixel 2 128GB ,5,Corning Gorilla Glass 5,5.7,2.7,0.3,143,"Android OS, v8.0 (Oreo)",1,12.2,1,8,128,4,0,2700,Snapdragon 835,Kryo,8,Qualcomm MSM8998,2.3+1.9,Adreno 540,52898
168,Google Pixel 2 XL ,6,Corning Gorilla Glass 5,6.2,3,0.3,175,"Android OS, v8.0 (Oreo)",1,12.2,1,8,64,4,0,3520,Snapdragon 835,Kryo,8,Qualcomm MSM8998,2.3+1.9,Adreno 540,59990
169,Google Pixel 2 XL 128GB ,6,Corning Gorilla Glass 5,6.2,3,0.3,175,"Android OS, v8.0 (Oreo)",1,12.2,1,8,128,4,0,3520,Snapdragon 835,Kryo,8,Qualcomm MSM8998,2.3+1.9,Adreno 540,57999
170,Google Pixel 3 ,5.5,Corning Gorilla Glass 5,,,,,"Android OS, v8.0 (Oreo)",1,12,1,8,64,6,0,3000,Snapdragon 835,Cortex A53,8,Qualcomm,2.3,Adreno 540,69900
171,Google Pixel 3 XL ,6,,,,,,"Android OS, v8.0 (Oreo)",1,12,1,8,64,6,0,3600,Snapdragon 845,Cortex A53,8,Qualcomm,1.6,,78990
172,Google Pixel XL ,5.5,,,,,,"Android OS, v7.1 (Nougat)",1,12.3,1,8,32,4,0,3450,Snapdragon 821,Kryo,4,Qualcomm MSM8996,2.1+1.6,Adreno 530,39500
173,Google Pixel XL 128GB ,5.5,,,,,,"Android OS, v7.1 (Nougat)",1,12.3,1,8,128,4,0,3450,Snapdragon 821,Kryo,4,Qualcomm MSM8996,2.1+1.6,Adreno 530,48000
174,HTC 10 ,5.2,,5.7,2.8,0.3,161,"Android OS, v6.0.1 (Marshmallow)",1,12,1,5,32,4,200,3000,Snapdragon 820,,4,Qualcomm MSM8996,2.1+1.6,Adreno 530,27999
175,HTC 10 Evo ,5.5,,6,3,0.3,174,"Android OS, v7.0 (Nougat)",1,16,1,8,32,3,256,3200,Snapdragon 810,Cortex-A53,8,Qualcomm MSM8994,1.5+2.0,Adreno 430,24220
176,HTC 10 Lifestyle ,5.2,,5.7,2.8,0.3,161,"Android OS, v6.0 (Marshmallow)",1,12,1,5,32,3,256,3000,Snapdragon 652,Cortex-A72,8,Qualcomm MSM8976 ,1.8+1.2,Adreno 510,35000
177,HTC Desire 10 Pro 64GB ,5.5,Corning Gorilla Glass,6.1,2.9,0.3,165,"Android OS, v6.0 (Marshmallow)",1,20,1,13,64,4,256,3000,Helio P10,Cortex-A53,8,Mediatek MT6755,1.8+1.0,Mali-T860MP2,15190
178,HTC Desire 10 pro ,5.5,Corning Gorilla Glass,6.1,2.9,0.3,165,"Android OS, v6.0 (Marshmallow)",1,20,1,13,32,3,256,3000,Helio P10,Cortex A53,8,Mediatek MT6755 ,1.8,Mali-T860 MP2,20499
179,HTC Desire 12 ,5.5,,5.8,2.7,0.3,137,"Android OS, v7.0 (Nougat)",1,13,1,5,32,3,256,2730,MT6739,Cortex-A53,4,Mediatek,1.3,PowerVR GE8100,15490
180,HTC Desire 12 Plus ,6,,6.2,3,0.3,157,"Android OS, v8.0 (Oreo)",2,13+2,1,8,32,3,256,2965,Snapdragon 450,Cortex-A53,8,Qualcomm SDM450,1.8,Adreno 506,19490
181,HTC Desire 210 ,4,,4.9,2.5,0.4,130,"Android OS, v4.2 (Jelly Bean)",1,5,2,0+3,4,0.5,32,1300,,Cortex-A7,2,Mediatek MT6572M,1,Mali-400,6299
182,HTC Desire 310 ,4.5,,5.2,2.6,0.4,140,"Android OS, v4.2 (Jelly Bean)",1,5,2,0+3,4,0.5,32,2000,,Cortex-A7,4,Mediatek MT6582M,1.3,Mali-400MP2,6500
183,HTC Desire 326G ,4.5,,5.5,2.7,0.3,146,"Android OS, v4.4.2 (KitKat)",1,8,1,2,8,1,32,2000,,,4,Spreadtrum SC7731G,1.2,,5235
184,HTC Desire 516 ,5,,5.5,2.8,0.3,160,"Android OS, v4.2.2 (Jelly Bean)",1,5,1,2,4,1,32,1950,Snapdragon 200,Cortex-A7,4,Qualcomm,1.2,Adreno 302,7990
185,HTC Desire 526G Plus ,4.7,,5.5,2.7,0.3,154,"Android OS, v4.4.2 (KitKat)",1,8,1,2,16,1,32,2000,,,8,,1.7,ARM Mali-450,8380
186,HTC Desire 526G Plus 8GB ,4.7,,5.5,2.7,0.39,154,"Android OS, v4.2.2 (KitKat)",1,8,1,2,8,1,32,2000,MediaTek MT6592,Cortex A7,8,MediaTek ,1.7,,7739
187,HTC Desire 616 ,5,,5.5,2.8,0.3,150,"Android OS, v4.2.2 (Jelly Bean)",1,8,1,2,4,1,32,2000,,Cortex-A7,8,,1.4,Mali-450MP4,7999
188,HTC Desire 620G ,5,,5.9,2.8,0.3,160,"Android OS, v4.4.4 (KitKat)",1,8,1,5,8,1,32,2100,MT6592,Cortex-A7,8,Mediatek,1.7,Mali-450MP4,7850
189,HTC Desire 626 ,5,,5.7,2.7,0.3,140,"Android OS, v4.4.4 (KitKat)",1,13,1,5,16,2,32,2000,,Cortex-A53,8,,1.7,Mali-T760MP2,7999
190,HTC Desire 626G+ ,5,,5.7,2.7,0.3,138,"Android OS, v4.4.2 (KitKat)",1,13,1,5,8,1,32,2000,MT6592,Cortex-A7,8,Mediatek,1.7,Mali-450MP4,8999
191,HTC Desire 626s ,5,,5.7,2.7,0.3,139,"Android OS, v5.1 (Lollipop)",1,8,1,2,8,1,200,2000,Snapdragon 210,Cortex-A7,4,Qualcomm MSM8909,1.1,Adreno 304,29351
192,HTC Desire 626s (Single Sim) ,5,,5.7,2.7,0.3,139,"Android OS, v5.1 (Lollipop)",1,8,1,2,8,1.5,256,2000,Snapdragon 210,Cortex-A7,4,Qualcomm MSM8909,1.1,Adreno 304,29999
193,HTC Desire 628 ,5,,5.7,2.7,0.3,142,"Android OS, v5.1 (Lollipop)",1,13,1,5,32,3,256,2200,MediaTek MT6753,Cortex A53,8,MediaTek ,1.3,Mali-T720 MP3,9999
194,HTC Desire 630 ,5,,5.7,2.7,0.3,140,"Android OS, v6.0 (Marshmallow)",1,13,1,5,16,2,256,2200,Snapdragon 400,Cortex-A7,4,Qualcomm,1.6,Adreno 305,10499
195,HTC Desire 728 ,5.5,,6.2,3,0.3,153,"Android OS, v5.1.1 (Lollipop)",1,13,1,5,16,2,256,2800,MT6753,Cortex-A53,8,Mediatek,1.3,Mali-T720MP3,8199
196,HTC Desire 728 32GB ,5.5,,6.2,3,0.3,153,"Android OS, v5.1 (Lollipop)",1,13,1,5,32,3,256,2800,MT6753,Cortex-A53,8,Mediatek,1.3,Mali-T720MP3,9990
197,HTC Desire 728G dual SIM ,5.5,,6.2,3,0.3,153,,1,13,1,5,16,1.5,256,2800,,Cortex-A53,8,,1.3,Mali-T720MP3,9000
198,HTC Desire 816 ,5.5,,6.1,3.1,0.3,165,"Android OS, v4.4.2 (KitKat)",1,13,1,5,8,1.5,128,2600,Snapdragon 400,Cortex-A7,4,Qualcomm MSM8928,1.6,Adreno 305,8999
199,HTC Desire 816G 16GB ,5.5,,6.1,3.1,0.3,158,"Android OS, v4.4.2 (KitKat)",1,13,1,5,16,1,32,2600,,,8,,1.7,,9850
200,HTC Desire 816G Dual SIM ,5.5,,6.1,3.1,0.3,158,"Android OS, v4.4.2 (KitKat)",1,13,1,5,8,1,32,2600,,,4,,1.3,Adreno 305,7999
201,HTC Desire 820 ,5.5,,6.2,3.1,0.3,155,"Android OS, v4.4.2 (KitKat)",1,13,1,8,16,2,128,2600,Snapdragon 615,Cortex-A53,8,Qualcomm MSM8939,1.5+1.0,Adreno 405,11299
202,HTC Desire 820G Plus ,5.5,,6.2,3.1,0.3,154,Android v4.4 (KitKat),1,13,1,8,16,1,32,2600,MT6592,Cortex-A7,8,Mediatek,1.7,Mali-450MP4,10490
203,HTC Desire 820Q ,5.5,,6.2,3.1,0.3,155,"Android OS, v4.4 (KitKat)",1,13,1,8,16,1,128,2600,Snapdragon 410,Cortex-A53,4,Qualcomm MSM8916 ,1.2,Adreno 306,10999
204,HTC Desire 820s ,5.5,,6.2,3.1,0.3,155,"Android OS, v4.4.4 (KitKat)",1,13,1,8,16,2,32,2600,,Cortex-A53,8,,1.7,Mali-T760MP2,10599
205,HTC Desire 825 ,5.5,,6.1,3,0.2,155,"Android OS, v6.0 (Marshmallow)",1,13,1,5,16,2,128,2700,Snapdragon 400,Cortex-A7,4,Qualcomm,1.6,Adreno 305,9990
206,HTC Desire 826 ,5.5,,6.2,3,0.3,183,"Android OS, v5.0.1 (Lollipop)",1,13,1,13,16,2,128,2600,Snapdragon 615,Cortex-A53,8,Qualcomm MSM8939,1.7+1.0,Adreno 405,9999
207,HTC Desire 826 (GSM+CDMA) ,5.5,,6.2,3,0.3,183,"Android OS, v5.0 (Lollipop)",1,13,1,4,16,2,128,2600,Snapdragon 615,Cortex-A53,8,Qualcomm MSM8939 ,1.7+1.0,Adreno 405,11900
208,HTC Desire 828 Dual SIM ,5.5,,6.2,3.1,0.3,148,"Android OS, v5.1 (Lollipop)",1,13,1,4,16,2,256,2800,MT6753,Cortex-A53,8,Mediatek,1.5,Mali-T720MP3,8500
209,HTC Desire 828 Dual SIM 32GB ,5.5,,6.2,3.1,0.3,,"Android OS, v5.1 (Lollipop)",1,13,1,4,32,3,256,2800,MT6753,Cortex-A53,8,MediaTek,1.5,Mali-T720MP3,9650
210,HTC Desire 830 ,5.5,,6.2,3.1,0.3,156,"Android OS, v6.0 (Marshmallow)",1,13,1,4,32,3,2,2800,,,8,,1.5,,10000
211,HTC Desire EYE ,5.2,,5.9,2.9,0.3,154,"Android OS, v4.4.4 (KitKat",1,13,1,13,16,2,128,2400,Snapdragon 801,Krait 400,4,Qualcomm ,2.3,Adreno 330,18000
212,HTC One ,4.7,,5.4,2.6,0.3,143,"Android OS, v4.1 (Jelly Bean)",1,4,2,2+1,32,2,0,2300,Snapdragon 600,Krait 300,4,Qualcomm APQ8064T ,1.7,Adreno 320,44900
213,HTC One (M8) ,5,,5.7,2.7,0.3,160,"Android OS, v4.4.2 (KitKat)",1,4,1,5,16,2,128,2600,Snapdragon 801,,4,Qualcomm MSM8974AB,2.5,Adreno 330,11950
214,HTC One A9 32GB ,5,,,,,143,"Android OS, v6.0 (Marshmallow)",1,13,1,4,32,3,2,2150,Snapdragon 617,Cortex-A53,8,Qualcomm MSM8952,1.5+1.2,Adreno 405,16499
215,HTC One Dual SIM 802D (CDMA + GSM) ,4.7,,5.4,2.7,0.4,156,"Android OS, v4.1 (Jelly Bean)",1,4,2,2+1,32,2,64,2300,Snapdragon 600,Krait 300,4,Qualcomm APQ8064T ,1.7,Adreno 320,32774
216,HTC One E8 Dual SIM ,5,,5.7,2.7,0.3,145,"Android OS, v4.4 (KitKat)",1,13,1,5,16,2,128,2600,Snapdragon 801,Krait 400,4,Qualcomm MSM8975AC ,2.5,Adreno 330,38500
217,HTC One E9+ ,5.5,Corning Gorilla Glass 4,6.1,3,0.3,150,"Android OS, v5.0 (Lollipop)",1,20,1,13,32,3,128,2800,Helio X10,Cortex-A53,8,Mediatek MT6795M,2,PowerVR G6200,18940
218,HTC One E9s dual SIM ,5.5,,6.2,3.1,0.3,165,"Android OS, v5.0 (Lollipop)",1,13,1,4,16,2,128,2600,,MT6752M,8,,1.5,Mali-T760MP2,8899
219,HTC One M8 Eye ,5,,5.7,2.7,0.3,160,"Android OS, v4.4.4 (KitKat)",1,13,1,5,16,2,128,2600,Snapdragon 801,Krait 400,4,Qualcomm,2.3,Adreno 330,14290
220,HTC One M9 ,5,,5.6,2.7,0.3,157,"Android OS, v5.0 (Lollipop)",1,20,1,4,32,3,200,2840,Snapdragon 810,Cortex-A53,8,Qualcomm MSM8994 ,1.5+2.0,Adreno 430,40990
221,HTC One M9 Plus ,5.2,,5.9,2.8,0.3,168,"Android OS, v5.0.2 (Lollipop)",2,20+2.1,1,2,32,3,128,2840,,Cortex-A53,8,,2.2,PowerVR G6200,36540
222,HTC One M9 Plus Prime Camera Edition ,5.2,,,,,168,"Android OS, v5.0 (Lollipop)",1,13,0,,16,2,256,2840,Helio X10,,8,MediaTek,2.2,,18890
223,HTC One ME ,5.2,,5.9,2.8,0.3,155,"Android OS, v5.0.2 (Lollipop)",1,20,1,4,32,3,200,2840,Helio X10,Cortex-A53,8,MediaTek,2.2,PowerVR G6200,16199
224,HTC One Max ,5.9,,6.4,3.2,0.4,217,"Android OS, v4.3 (Jelly Bean)",1,4,2,2+1,16,2,64,3300,Snapdragon 600,Krait 300,4,Qualcomm APQ8064 ,1.7,Adreno 320,30100
225,HTC One X9 ,5.5,Corning Gorilla Glass,6,2.9,0.3,170,"Android OS, v6.0 (Marshmallow)",1,13,1,5,32,3,200,3000,Helio X10,Cortex-A53,8,MediaTek,2.2,PowerVR G6200,13400
226,HTC U Play ,5.2,,5.7,2.8,0.3,145,"Android OS, v6.0 (Marshmallow)",1,16,1,16,64,4,256,2500,Helio P10,Cortex-A53,8,Mediatek MT6755,2.0+1.1,Mali-T860MP2,21400
227,HTC U Ultra ,6,,,,,,"Android OS, v7.0 (Nougat)",2,24+13,1,16,64,4,256,4000,Snapdragon 835,Kryo,8,Qualcomm MSM8998,2.4+1.9,Adreno 540,22490
228,HTC U11 ,5.5,Corning Gorilla Glass 5,6,2.9,0.3,169,"Android OS, v7.1 (Nougat)",1,12,1,16,128,6,256,3000,Snapdragon 835,Kryo,8,Qualcomm MSM8998,2.45,Adreno 540,39999
229,HTC U11 EYEs ,5.9,Corning Gorilla Glass,,,,,"Android OS, v8.0 (Oreo)",1,12,1,5,64,4,128,3930,Snapdragon 652,Cortex A72,8,Qualcomm MSM8976,1.8+1.4,Adreno 510,28999
230,HTC U11 Plus ,6,Corning Gorilla Glass 5,6.2,2.9,0.3,188,"Android OS, v8.0 (Oreo)",1,12,1,8,128,6,256,3930,Snapdragon 835,Kryo 280,8,Qualcomm MSM8998,2.4+1.9,Adreno 540,56990
231,HTC U12 ,5.7,,,,,,"Android OS, v8.0 (Oreo)",1,12,1,16,64,6,200,3000,Snapdragon 845,Cortex A53,8,Qualcomm,2.4,,48990
232,HTC U12 Plus ,6,,,,,,"Android OS, v8.1 (Oreo)",2,12+12,2,8+8,128,6,256,3930,Snapdragon,,8,Qualcomm,,,62990
233,Huawei Ascend G6 ,4.5,,5.1,2.5,0.3,115,"Android OS, v4.3 (Jelly Bean)",1,8,1,5,4,1,32,2000,,,4,,1.2,,8299
234,Huawei Ascend G630 ,5,,5.6,2.8,0.3,160,"Android OS, v4.3 (Jelly Bean)",1,8,1,1,4,1,32,2000,Snapdragon 200,Cortex-A7,4,Qualcomm MSM8212,1.2,Adreno 302,6990
235,Huawei Ascend P7 ,5,,5.5,2.7,0.2,124,"Android OS, v4.4 (KitKat)",1,13,1,8,16,2,64,2500,Kirin 910T,Cortex-A9,4,HiSilicon ,1.8,Mali-450MP4,20950
236,Huawei Ascend Y520 ,4.5,,5.2,2.6,0.4,150,"Android OS, v4.4 (KitKat)",1,5,2,0+3,4,0.5,32,1750,,Cortex-A7,2,Mediatek MT6572,1.3,Mali-400,5490
237,Huawei Ascent Y300 ,4,Scratch Resistant Glass,4.9,2.5,0.4,130,"Android OS, v4.1 (Jelly Bean)",1,5,2,0+3,4,0.5,32,1730,Snapdragon S4 Play,Cortex-A5,2,Qualcomm MSM8225,1,Adreno 203,15562
238,Huawei G620S ,5,,5.6,2.8,0.3,160,"Android OS, v4.4 (KitKat)",1,8,1,2,8,1,32,2000,Snapdragon 410,Cortex-A53,4,Qualcomm MSM8916 ,1.2,Adreno 306,8769
239,Huawei Honor 10 ,5.84,,,,,,"Android OS, v8.1 (Oreo)",2,16+24,1,24,128,6,256,3400,Kirin 970,Cortex-A73,8,HiSilicon,2.4,Mali-G72 MP12,32999
240,Huawei Honor 4C ,5,,5.6,2.8,0.3,162,"Android OS, v4.4.2 (KitKat)",1,13,1,5,8,2,32,2550,,Cortex-A53,8,,1.2,Mali-450MP4,10500
241,Huawei Honor 4X ,5.5,,6,3,0.3,165,"Android OS, v4.4.2 (KitKat)",1,13,1,5,8,2,32,3000,Snapdragon 410,Cortex-A53,4,Qualcomm MSM8916,1.2,Adreno 306,7999
242,Huawei Honor 5X ,5.5,,5.9,3,0.3,158,Android v5.1 (Lollipop),1,13,1,5,16,2,256,3000,616,Cortex-A53,8,Snapdragon,1.2+1.5,Adreno 405,8999
243,Huawei Honor 6 ,5,,5.5,2.7,0.3,130,"Android OS, v4.4 (KitKat)",1,13,1,5,16,3,64,3100,,Cortex-A15,8,HiSilicon Kirin 920,1.7+1.3,Mali-T624MP4,9790
244,Huawei Honor 6 Plus ,5.5,,5.9,2.9,0.3,165,"Android OS, v4.4 (KitKat)",1,8,1,8,32,3,256,3600,Kirin 925,Cortex-A15,8,HiSilicon ,1.8+1.3,Mali-T628 MP4,14999
245,Huawei Honor 6X ,5.5,,5.9,3,0.3,162,"Android OS, v6.0 (Marshmallow)",2,12+2,1,8,32,3,128,3340,Kirin 655,Cortex-A53,8,HiSilicon,2.1+1.7,Mali-T830MP2,11898
246,Huawei Honor 6X 4GB RAM ,5.5,,5.9,3,0.3,162,"Android OS, v6.0 (Marshmallow)",2,12+2,1,8,64,4,256,3340,Kirin 655,Cortex-A53,8,HiSilicon,2.1+1.7,Mali-T830MP2,13999
247,Huawei Honor 7 ,5.2,,5.6,2.8,0.3,157,"Android OS, v5.0 (Lollipop)",1,20,1,8,16,3,128,3100,,Cortex-A53,8,,2.2+1.5,Mali-T628 MP4,16999
248,Huawei Honor 7A ,5.7,,,,,,"Android OS, v8.0 (Oreo)",2,13+2,1,8,32,3,256,3000,Snapdragon 430,Cortex A53,8,Qualcomm,1.4,,8999
249,Huawei Honor 7C ,5.99,,6.2,3,0.3,164,"Android OS, v8.0 (Oreo)",2,13+2,1,8,32,3,256,3000,Snapdragon 450,Cortex A53,8,Qualcomm,1.8,Adreno 506,9999
250,Huawei Honor 7C 64GB ,5.99,,6.2,3,0.3,164,"Android OS, v8.0 (Oreo)",2,13+2,1,8,64,4,256,3000,Snapdragon 450,Cortex A53,8,Qualcomm,1.8,Adreno 506,11999
251,Huawei Honor 7X 32GB ,5.93,,6.1,2.9,0.3,165,"Android OS, v7.0 (Nougat)",2,16+2,1,8,32,4,256,3340,Kirin 659,Cortex A53,8,HiSilicon,2.3+1.7,Mali-T830 MP2,10999
252,Huawei Honor 7x ,5.93,,6.1,2.9,0.3,165,"Android OS, v7.0 (Nougat)",2,16+2,1,8,64,4,256,3340,Kirin 659,Cortex A53,8,HiSilicon,2.3+1.7,Mali-T830 MP2,12999
253,Huawei Honor 8 ,5.2,Corning Gorilla Glass 3,5.7,2.8,0.3,153,"Android OS, v6.0 (Marshmallow)",1,12,1,8,32,4,128,3000,950,Cortex-A53,8,Kirin ,2.3+1.8,Mali-T880 MP4,13770
254,Huawei Honor 8 Lite ,5.2,,5.7,2.8,0.3,147,"Android OS, v7.0 (Nougat)",1,12,1,8,64,4,128,3000,Kirin 655,Cortex-A53,8,HiSilicon,1.8,Mali-T830 MP2,12337
255,Huawei Honor 8 Pro ,5.7,Corning Gorilla Glass 3,6.1,3,0.2,184,"Android OS, v7.0 (Nougat)",2,12+12,1,8,128,6,256,4000,Kirin 960,Cortex-A73,8,HiSilicon,2.4+1.8,Mali-G71 MP8,22000
256,Huawei Honor 8 Smart ,5.2,,5.7,2.8,0.3,153,"Android OS, v6.0 (Marshmallow)",1,12,1,8,16,2,128,3000,Kirin 950,Cortex-A72,8,HiSilicon,2.3+1.8,Mali-T880 MP4,11699
